Motor Parameters:
maxMotorAngVelRPM, maxMotorAngVelRadPerSec, maxMotorTorque, maxMotorPower, motorMass, motorDia, motorLength
2400 , 251.32741228718345 , 2.291831180523293 , 750 , 0.24 , 86.8 , 26.5
 
Gear strength and size parameters:
FOS, serviceFactor, stressAnalysisMethodName, maxGearBoxDia, maxGearAllowableStressMPa
1.2 , 1.5 , MIT , 76.8 , 70
 
Optimization Parameters:
K_mass, K_Eff, K_Width, MODULE_MIN, MODULE_MAX, NUM_PLANET_MIN, NUM_PLANET_MAX, NUM_TEETH_SUN_MIN, NUM_TEETH_PLANET_MIN, GEAR_RATIO_MIN, GEAR_RATIO_MAX, GEAR_RATIO_STEP
1 , -2 , 0.2 , 0.5 , 1.2 , 3 , 7 , 18 , 28 , 4.0 , 15 , 0.1
 
iter, gearRatio, module, Ns, Np, Nr, numPlanet, fwSunMM, fwPlanetMM, fwRingMM, mass, eff, peakTorque, Cost, Torque_Density, Outer_Bearing_mass, Actuator_width
2 , 5.806451612903226 , 0.5 , 31 , 59 , 149 , 3 , 7.672 , 8.0 , 8.0 , 0.585 , 0.964 , 13.307 , 0.2574714922132588 , 22.747008547008548 , 0.081 , 64.5
7 , 6.0 , 0.7 , 19 , 38 , 95 , 3 , 7.81 , 8.0 , 8.0 , 0.54 , 0.946 , 13.751 , 0.24937848935129736 , 25.46481481481481 , 0.05 , 62.5
7 , 6.25 , 0.6 , 24 , 51 , 126 , 3 , 7.588 , 8.0 , 8.0 , 0.584 , 0.956 , 14.324 , 0.27161829676747207 , 24.527397260273975 , 0.081 , 64.5
3 , 6.3 , 0.7 , 20 , 43 , 106 , 3 , 7.227 , 8.0 , 8.0 , 0.586 , 0.949 , 14.439 , 0.2877659655419176 , 24.639931740614337 , 0.081 , 64.5
4 , 6.428571428571429 , 0.5 , 28 , 62 , 152 , 3 , 8.775 , 8.775 , 8.775 , 0.589 , 0.962 , 14.733 , 0.42022035112032663 , 25.013582342954162 , 0.081 , 65.27526380973157
3 , 6.521739130434782 , 0.6 , 23 , 52 , 127 , 3 , 8.036 , 8.036 , 8.036 , 0.584 , 0.955 , 14.947 , 0.28041001123141696 , 25.59417808219178 , 0.081 , 64.53603423677879
4 , 6.631578947368421 , 0.7 , 19 , 44 , 107 , 3 , 7.743 , 8.0 , 8.0 , 0.585 , 0.948 , 15.198 , 0.28975928677878837 , 25.979487179487183 , 0.081 , 64.5
1 , 6.72 , 0.5 , 25 , 59 , 143 , 3 , 10.26 , 10.26 , 10.26 , 0.605 , 0.959 , 15.401 , 0.7398428783445543 , 25.45619834710744 , 0.081 , 66.76042521313416
2 , 6.818181818181818 , 0.6 , 22 , 53 , 128 , 3 , 8.533 , 8.533 , 8.533 , 0.587 , 0.954 , 15.626 , 0.38501366960772176 , 26.620102214650768 , 0.081 , 65.03345866342369
1 , 6.96 , 0.5 , 25 , 62 , 149 , 3 , 10.237 , 10.237 , 10.237 , 0.602 , 0.959 , 15.951 , 0.7309424882702844 , 26.496677740863788 , 0.081 , 66.73732581993927
1 , 7.0 , 0.7 , 18 , 45 , 108 , 3 , 8.328 , 8.328 , 8.328 , 0.587 , 0.946 , 16.043 , 0.36006717063267013 , 27.330494037478704 , 0.081 , 64.82783543630066


Running Time (sec)
1.7660844326019287
